ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location,Case Rate - Weekly (Norm),Death Rate - Weekly (Norm),Test Rate - Weekly (Norm)
60612,14,2022-04-03,2022-04-09,31.0,7670.0,90.0,22354.3,2121.0,181657,6182,529442.5,0.0,0.0,0,101,0.0,294.4,34311,60612-2022-14,POINT (-87.687011 41.88004),0.28125,0.0,0.8198938992042439
60612,17,2022-04-24,2022-04-30,82.0,7852.0,239.0,22884.8,2427.0,187641,7074,546882.9,0.0,0.0,0,101,0.0,294.4,34311,60612-2022-17,POINT (-87.687011 41.88004),0.7468750000000001,0.0,0.9381962864721485
60612,18,2022-05-01,2022-05-07,86.0,7938.0,251.0,23135.4,2426.0,190067,7071,553953.5,0.0,0.0,0,101,0.0,294.4,34311,60612-2022-18,POINT (-87.687011 41.88004),0.784375,0.0,0.9377984084880636
60612,19,2022-05-08,2022-05-14,106.0,8044.0,309.0,23444.4,2390.0,192457,6966,560919.2,0.1,0.0,0,101,0.0,294.4,34311,60612-2022-19,POINT (-87.687011 41.88004),0.9656250000000001,0.0,0.9238726790450927
60612,22,2022-05-29,2022-06-04,96.0,8353.0,280.0,24345.0,2312.0,199727,6738,582107.8,0.0,0.0,0,101,0.0,294.4,34311,60612-2022-22,POINT (-87.687011 41.88004),0.875,0.0,0.8936339522546418
60612,33,2022-08-14,2022-08-20,58.0,9253.0,169.0,26968.0,848.0,211694,2472,616985.8,0.1,0.1,0,104,0.0,303.1,34311,60612-2022-33,POINT (-87.687011 41.88004),0.5281250000000001,0.0,0.32785145888594164
60612,35,2022-08-28,2022-09-03,64.0,9362.0,186.0,27285.7,1375.0,213855,4008,623284.1,0.1,0.1,0,105,0.0,306.0,34311,60612-2022-35,POINT (-87.687011 41.88004),0.58125,0.0,0.5315649867374005
60612,36,2022-09-04,2022-09-10,45.0,9407.0,131.0,27416.9,1106.0,214961,3224,626507.5,0.0,0.1,0,105,0.0,306.0,34311,60612-2022-36,POINT (-87.687011 41.88004),0.40937500000000004,0.0,0.4275862068965517
60612,37,2022-09-11,2022-09-17,31.0,9438.0,90.0,27507.2,1384.0,216345,4034,630541.2,0.0,0.1,0,105,0.0,306.0,34311,60612-2022-37,POINT (-87.687011 41.88004),0.28125,0.0,0.5350132625994695
60612,38,2022-09-18,2022-09-24,31.0,9469.0,90.0,27597.6,1220.0,217565,3556,634096.9,0.0,0.1,0,105,0.0,306.0,34311,60612-2022-38,POINT (-87.687011 41.88004),0.28125,0.0,0.47161803713527845
60612,8,2022-02-20,2022-02-26,16.0,7554.0,47.0,22016.3,2425.0,167976,7068,489568.9,0.0,0.1,0,99,0.0,288.5,34311,60612-2022-8,POINT (-87.687011 41.88004),0.146875,0.0,0.9374005305039786
60612,11,2023-03-12,2023-03-18,19.0,10442.0,55.0,30433.4,967.0,241804,2818,704741.9,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-11,POINT (-87.687011 41.88004),0.171875,0.0,0.37374005305039787
60612,12,2023-03-19,2023-03-25,26.0,10468.0,76.0,30509.2,945.0,242749,2754,707496.1,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-12,POINT (-87.687011 41.88004),0.23750000000000002,0.0,0.3652519893899204
60612,13,2023-03-26,2023-04-01,29.0,10497.0,84.0,30593.7,976.0,243725,2845,710340.7,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-13,POINT (-87.687011 41.88004),0.2625,0.0,0.3773209549071618
60612,14,2023-04-02,2023-04-08,18.0,10515.0,52.0,30646.1,457.0,244182,1332,711672.6,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-14,POINT (-87.687011 41.88004),0.1625,0.0,0.17665782493368698
60612,15,2023-04-09,2023-04-15,17.0,10532.0,50.0,30695.7,885.0,245067,2579,714252.0,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-15,POINT (-87.687011 41.88004),0.15625,0.0,0.34204244031830233
60612,16,2023-04-16,2023-04-22,12.0,10544.0,35.0,30730.7,894.0,245961,2606,716857.6,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-16,POINT (-87.687011 41.88004),0.109375,0.0,0.3456233421750663
60612,17,2023-04-23,2023-04-29,21.0,10565.0,61.0,30791.9,822.0,246783,2396,719253.3,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-17,POINT (-87.687011 41.88004),0.19062500000000002,0.0,0.31777188328912465
60612,2,2023-01-08,2023-01-14,26.0,10140.0,76.0,29553.2,981.0,233592,2859,680807.9,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-2,POINT (-87.687011 41.88004),0.23750000000000002,0.0,0.3791777188328912
60612,4,2023-01-22,2023-01-28,29.0,10208.0,84.0,29751.4,865.0,235410,2521,686106.5,0.0,0.1,0,109,0.0,317.7,34311,60612-2023-4,POINT (-87.687011 41.88004),0.2625,0.0,0.33435013262599467
60617,10,2024-03-03,2024-03-09,14.0,21595.0,17.0,26165.0,0.0,0,0,0.0,0.0,0.0,0,264,0.0,319.9,82534,60617-2024-10,POINT (-87.556897 41.721257),0.053125000000000006,0.0,0.0
60618,31,2021-08-01,2021-08-07,88.0,8883.0,93.0,9410.5,3497.0,153868,3705,163004.4,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-31,POINT (-87.703343 41.946699),0.290625,0.0,0.4913793103448275
60618,32,2021-08-08,2021-08-14,138.0,9021.0,146.0,9556.7,3065.0,156933,3247,166251.4,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-32,POINT (-87.703343 41.946699),0.45625000000000004,0.0,0.43063660477453575
60618,33,2021-08-15,2021-08-21,109.0,9130.0,116.0,9672.1,3378.0,160311,3579,169830.0,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-33,POINT (-87.703343 41.946699),0.36250000000000004,0.0,0.47466843501326256
60618,35,2021-08-29,2021-09-04,118.0,9359.0,125.0,9914.7,3227.0,166679,3419,176576.1,0.0,0.1,0,133,0.0,140.9,94395,60618-2021-35,POINT (-87.703343 41.946699),0.390625,0.0,0.45344827586206893
60618,36,2021-09-05,2021-09-11,96.0,9455.0,102.0,10016.4,3340.0,170019,3538,180114.4,0.0,0.1,0,133,0.0,140.9,94395,60618-2021-36,POINT (-87.703343 41.946699),0.31875000000000003,0.0,0.4692307692307692
60618,39,2021-09-26,2021-10-02,95.0,9726.0,101.0,10303.5,5056.0,183636,5356,194540.0,0.0,0.1,0,134,0.0,142.0,94395,60618-2021-39,POINT (-87.703343 41.946699),0.31562500000000004,0.0,0.7103448275862069
60618,41,2021-10-10,2021-10-16,58.0,9848.0,61.0,10432.8,4794.0,193714,5079,205216.4,0.0,0.1,0,135,0.0,143.0,94395,60618-2021-41,POINT (-87.703343 41.946699),0.19062500000000002,0.0,0.6736074270557029
60618,44,2021-10-31,2021-11-06,67.0,10058.0,71.0,10655.2,5490.0,209725,5816,222178.1,0.0,0.1,0,136,0.0,144.1,94395,60618-2021-44,POINT (-87.703343 41.946699),0.22187500000000002,0.0,0.7713527851458886
60612,24,2023-06-11,2023-06-17,11.0,10633.0,32.0,30990.1,232.0,250454,676,729952.5,0.1,0.0,0,109,0.0,317.7,34311,60612-2023-24,POINT (-87.687011 41.88004),0.1,0.0,0.08965517241379309
60612,10,2024-03-03,2024-03-09,5.0,11255.0,15.0,32802.9,0.0,0,0,0.0,0.0,0.0,0,109,0.0,317.7,34311,60612-2024-10,POINT (-87.687011 41.88004),0.046875,0.0,0.0
60612,8,2024-02-18,2024-02-24,16.0,11236.0,47.0,32747.5,0.0,0,0,0.0,0.0,0.0,0,109,0.0,317.7,34311,60612-2024-8,POINT (-87.687011 41.88004),0.146875,0.0,0.0
60614,10,2024-03-03,2024-03-09,17.0,20227.0,24.0,28365.7,0.0,0,0,0.0,0.0,0.0,0,125,0.0,175.3,71308,60614-2024-10,POINT (-87.652064 41.922605),0.07500000000000001,0.0,0.0
60614,9,2024-02-25,2024-03-02,13.0,20210.0,18.0,28341.8,0.0,0,0,0.0,0.0,0.0,0,125,0.0,175.3,71308,60614-2024-9,POINT (-87.652064 41.922605),0.05625,0.0,0.0
60618,46,2021-11-14,2021-11-20,157.0,10330.0,166.0,10943.4,5995.0,221152,6351,234283.6,0.0,0.1,0,137,0.0,145.1,94395,60618-2021-46,POINT (-87.703343 41.946699),0.51875,0.0,0.8423076923076922
60618,47,2021-11-21,2021-11-27,141.0,10471.0,149.0,11092.7,4944.0,226096,5238,239521.2,0.0,0.1,0,137,0.0,145.1,94395,60618-2021-47,POINT (-87.703343 41.946699),0.465625,0.0,0.6946949602122016
60618,22,2022-05-29,2022-06-04,278.0,20642.0,294.0,21867.7,4300.0,394043,4555,417440.5,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-22,POINT (-87.703343 41.946699),0.9187500000000001,0.0,0.6041114058355437
60618,23,2022-06-05,2022-06-11,238.0,20880.0,252.0,22119.8,3983.0,398026,4220,421660.0,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-23,POINT (-87.703343 41.946699),0.7875000000000001,0.0,0.559681697612732
60618,24,2022-06-12,2022-06-18,192.0,21072.0,203.0,22323.2,1699.0,399725,1800,423459.9,0.2,0.1,0,170,0.0,180.1,94395,60618-2022-24,POINT (-87.703343 41.946699),0.634375,0.0,0.23872679045092837
60618,25,2022-06-19,2022-06-25,213.0,21285.0,226.0,22548.9,1747.0,401472,1851,425310.7,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-25,POINT (-87.703343 41.946699),0.70625,0.0,0.24549071618037133
60618,26,2022-06-26,2022-07-02,194.0,21479.0,206.0,22754.4,1520.0,402992,1610,426920.9,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-26,POINT (-87.703343 41.946699),0.64375,0.0,0.21352785145888592
60618,29,2022-07-17,2022-07-23,179.0,21981.0,190.0,23286.2,1307.0,407450,1385,431643.6,0.2,0.1,0,171,0.0,181.2,94395,60618-2022-29,POINT (-87.703343 41.946699),0.59375,0.0,0.1836870026525199
60618,30,2022-07-24,2022-07-30,162.0,22143.0,172.0,23457.8,1161.0,408611,1230,432873.6,0.2,0.1,0,171,0.0,181.2,94395,60618-2022-30,POINT (-87.703343 41.946699),0.5375,0.0,0.16312997347480104
60618,32,2022-08-07,2022-08-13,137.0,22451.0,145.0,23784.1,1133.0,410840,1200,435234.9,0.2,0.1,0,173,0.0,183.3,94395,60618-2022-32,POINT (-87.703343 41.946699),0.453125,0.0,0.15915119363395225
60618,33,2022-08-14,2022-08-20,104.0,22555.0,110.0,23894.3,935.0,411775,990,436225.4,0.1,0.1,0,173,0.0,183.3,94395,60618-2022-33,POINT (-87.703343 41.946699),0.34375,0.0,0.1312997347480106
60618,34,2022-08-21,2022-08-27,99.0,22654.0,105.0,23999.2,947.0,412722,1003,437228.7,0.1,0.1,0,173,0.0,183.3,94395,60618-2022-34,POINT (-87.703343 41.946699),0.328125,0.0,0.13302387267904509
60618,36,2022-09-04,2022-09-10,92.0,22873.0,98.0,24231.2,1690.0,416171,1790,440882.5,0.1,0.1,0,174,0.0,184.3,94395,60618-2022-36,POINT (-87.703343 41.946699),0.30625,0.0,0.23740053050397875
60618,38,2022-09-18,2022-09-24,58.0,23014.0,61.0,24380.5,1861.0,419917,1972,444850.9,0.0,0.1,0,174,0.0,184.3,94395,60618-2022-38,POINT (-87.703343 41.946699),0.19062500000000002,0.0,0.2615384615384615
60618,41,2022-10-09,2022-10-15,63.0,23237.0,67.0,24616.8,1854.0,425586,1964,450856.5,0.0,0.1,0,175,0.0,185.4,94395,60618-2022-41,POINT (-87.703343 41.946699),0.209375,0.0,0.26047745358090185
60618,43,2022-10-23,2022-10-29,75.0,23380.0,80.0,24768.3,1889.0,429330,2001,454822.8,0.0,0.1,0,175,0.0,185.4,94395,60618-2022-43,POINT (-87.703343 41.946699),0.25,0.0,0.2653846153846154
60618,44,2022-10-30,2022-11-05,91.0,23471.0,96.0,24864.7,1832.0,431162,1941,456763.6,0.0,0.1,0,175,0.0,185.4,94395,60618-2022-44,POINT (-87.703343 41.946699),0.30000000000000004,0.0,0.25742705570291774
60618,46,2022-11-13,2022-11-19,92.0,23656.0,98.0,25060.6,2097.0,435076,2222,460910.0,0.0,0.1,0,176,0.0,186.5,94395,60618-2022-46,POINT (-87.703343 41.946699),0.30625,0.0,0.29469496021220154
60618,50,2022-12-11,2022-12-17,130.0,24174.0,138.0,25609.4,2056.0,442056,2178,468304.5,0.1,0.1,0,176,0.0,186.5,94395,60618-2022-50,POINT (-87.703343 41.946699),0.43125,0.0,0.2888594164456233
60618,51,2022-12-18,2022-12-24,142.0,24316.0,150.0,25759.8,1550.0,443606,1642,469946.5,0.1,0.1,0,176,0.0,186.5,94395,60618-2022-51,POINT (-87.703343 41.946699),0.46875,0.0,0.21777188328912464
60618,52,2022-12-25,2022-12-31,84.0,24400.0,89.0,25848.8,654.0,444260,693,470639.3,0.1,0.1,0,176,0.0,186.5,94395,60618-2022-52,POINT (-87.703343 41.946699),0.278125,0.0,0.09190981432360742
60618,28,2023-07-09,2023-07-15,13.0,25586.0,14.0,27105.2,123.0,474723,130,502911.2,0.1,0.1,0,182,0.0,192.8,94395,60618-2023-28,POINT (-87.703343 41.946699),0.043750000000000004,0.0,0.017241379310344827
60618,29,2023-07-16,2023-07-22,13.0,25599.0,14.0,27119.0,91.0,474814,96,503007.6,0.1,0.1,0,182,0.0,192.8,94395,60618-2023-29,POINT (-87.703343 41.946699),0.043750000000000004,0.0,0.012732095490716178
60618,3,2023-01-15,2023-01-21,82.0,24642.0,87.0,26105.2,1628.0,448419,1725,475045.3,0.1,0.1,0,179,0.0,189.6,94395,60618-2023-3,POINT (-87.703343 41.946699),0.27187500000000003,0.0,0.22877984084880634
60618,31,2023-07-30,2023-08-05,20.0,25636.0,21.0,27158.2,129.0,475068,137,503276.7,0.2,0.1,0,182,0.0,192.8,94395,60618-2023-31,POINT (-87.703343 41.946699),0.065625,0.0,0.01816976127320955
60618,32,2023-08-06,2023-08-12,32.0,25668.0,34.0,27192.1,139.0,475207,147,503423.9,0.2,0.1,0,182,0.0,192.8,94395,60618-2023-32,POINT (-87.703343 41.946699),0.10625000000000001,0.0,0.01949602122015915
60618,34,2023-08-20,2023-08-26,36.0,25757.0,38.0,27286.4,179.0,475551,190,503788.3,0.2,0.1,0,183,0.0,193.9,94395,60618-2023-34,POINT (-87.703343 41.946699),0.11875000000000001,0.0,0.02519893899204244
60618,35,2023-08-27,2023-09-02,34.0,25791.0,36.0,27322.4,216.0,475767,229,504017.2,0.2,0.1,0,183,0.0,193.9,94395,60618-2023-35,POINT (-87.703343 41.946699),0.1125,0.0,0.030371352785145887
60618,36,2023-09-03,2023-09-09,45.0,25836.0,48.0,27370.1,237.0,476004,251,504268.2,0.2,0.1,0,183,0.0,193.9,94395,60618-2023-36,POINT (-87.703343 41.946699),0.15000000000000002,0.0,0.03328912466843501
60618,37,2023-09-10,2023-09-16,34.0,25870.0,36.0,27406.1,241.0,476245,255,504523.5,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-37,POINT (-87.703343 41.946699),0.1125,0.0,0.03381962864721485
60618,38,2023-09-17,2023-09-23,31.0,25901.0,33.0,27439.0,229.0,476474,243,504766.1,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-38,POINT (-87.703343 41.946699),0.10312500000000001,0.0,0.03222811671087533
60618,39,2023-09-24,2023-09-30,23.0,25924.0,24.0,27463.3,203.0,476677,215,504981.2,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-39,POINT (-87.703343 41.946699),0.07500000000000001,0.0,0.028514588859416445
60618,40,2023-10-01,2023-10-07,28.0,25952.0,30.0,27493.0,199.0,476876,211,505192.0,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-40,POINT (-87.703343 41.946699),0.09375,0.0,0.0279840848806366
60618,41,2023-10-08,2023-10-14,21.0,25973.0,22.0,27515.2,237.0,477113,251,505443.1,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-41,POINT (-87.703343 41.946699),0.06875,0.0,0.03328912466843501
60618,42,2023-10-15,2023-10-21,30.0,26003.0,32.0,27547.0,234.0,477347,248,505691.0,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-42,POINT (-87.703343 41.946699),0.1,0.0,0.03289124668435013
60618,43,2023-10-22,2023-10-28,31.0,26034.0,33.0,27579.9,246.0,477593,261,505951.6,0.1,0.1,0,183,0.0,193.9,94395,60618-2023-43,POINT (-87.703343 41.946699),0.10312500000000001,0.0,0.03461538461538461
60618,10,2024-03-03,2024-03-09,14.0,26772.0,15.0,28361.7,0.0,0,0,0.0,0.0,0.0,0,185,0.0,196.0,94395,60618-2024-10,POINT (-87.703343 41.946699),0.046875,0.0,0.0
60619,10,2024-03-03,2024-03-09,13.0,16227.0,21.0,26489.6,0.0,0,0,0.0,0.0,0.0,0,245,0.0,399.9,61258,60619-2024-10,POINT (-87.60569 41.744737),0.065625,0.0,0.0
60619,7,2024-02-11,2024-02-17,26.0,16179.0,42.0,26411.2,0.0,0,0,0.0,0.0,0.0,0,245,0.0,399.9,61258,60619-2024-7,POINT (-87.60569 41.744737),0.13125,0.0,0.0
60625,21,2021-05-23,2021-05-29,20.0,7135.0,25.0,9003.9,1476.0,118518,1863,149562.7,0.0,0.1,0,192,0.0,242.3,79243,60625-2021-21,POINT (-87.701816 41.971155),0.078125,0.0,0.24708222811671085
60625,24,2021-06-13,2021-06-19,7.0,7165.0,9.0,9041.8,1320.0,122724,1666,154870.5,0.0,0.1,0,196,0.0,247.3,79243,60625-2021-24,POINT (-87.701816 41.971155),0.028125,0.0,0.2209549071618037
60625,26,2021-06-27,2021-07-03,22.0,7196.0,28.0,9080.9,1072.0,125115,1353,157887.8,0.0,0.1,0,197,0.0,248.6,79243,60625-2021-26,POINT (-87.701816 41.971155),0.08750000000000001,0.0,0.17944297082228114
60625,27,2021-07-04,2021-07-10,32.0,7228.0,40.0,9121.3,1326.0,126441,1673,159561.1,0.0,0.1,0,197,0.0,248.6,79243,60625-2021-27,POINT (-87.701816 41.971155),0.125,0.0,0.22188328912466843
60625,28,2021-07-11,2021-07-17,32.0,7260.0,40.0,9161.7,1595.0,128036,2013,161573.9,0.0,0.1,0,197,0.0,248.6,79243,60625-2021-28,POINT (-87.701816 41.971155),0.125,0.0,0.2669761273209549
60625,29,2021-07-18,2021-07-24,53.0,7313.0,67.0,9228.6,1544.0,129580,1948,163522.3,0.0,0.1,0,197,0.0,248.6,79243,60625-2021-29,POINT (-87.701816 41.971155),0.209375,0.0,0.25835543766578245
60625,30,2021-07-25,2021-07-31,70.0,7383.0,88.0,9316.9,1897.0,131477,2394,165916.2,0.0,0.1,0,197,0.0,248.6,79243,60625-2021-30,POINT (-87.701816 41.971155),0.275,0.0,0.3175066312997347
60625,33,2021-08-15,2021-08-21,133.0,7769.0,168.0,9804.0,2948.0,139850,3720,176482.5,0.0,0.1,0,200,0.0,252.4,79243,60625-2021-33,POINT (-87.701816 41.971155),0.525,0.0,0.4933687002652519
60625,35,2021-08-29,2021-09-04,93.0,7979.0,117.0,10069.0,2981.0,145763,3762,183944.3,0.0,0.1,0,201,0.0,253.7,79243,60625-2021-35,POINT (-87.701816 41.971155),0.36562500000000003,0.0,0.4989389920424403
60625,36,2021-09-05,2021-09-11,85.0,8064.0,107.0,10176.3,3147.0,148910,3971,187915.7,0.0,0.1,0,201,0.0,253.7,79243,60625-2021-36,POINT (-87.701816 41.971155),0.33437500000000003,0.0,0.526657824933687
60625,38,2021-09-19,2021-09-25,91.0,8271.0,115.0,10437.5,5734.0,159787,7236,201641.8,0.0,0.1,0,202,0.0,254.9,79243,60625-2021-38,POINT (-87.701816 41.971155),0.359375,0.0,0.959681697612732
60624,10,2024-03-03,2024-03-09,5.0,10287.0,14.0,28450.1,0.0,0,0,0.0,0.0,0.0,0,120,0.0,331.9,36158,60624-2024-10,POINT (-87.722735 41.879417),0.043750000000000004,0.0,0.0
60624,12,2024-03-17,2024-03-23,5.0,10301.0,14.0,28488.9,0.0,0,0,0.0,0.0,0.0,0,120,0.0,331.9,36158,60624-2024-12,POINT (-87.722735 41.879417),0.043750000000000004,0.0,0.0
60624,9,2024-02-25,2024-03-02,10.0,10282.0,28.0,28436.3,0.0,0,0,0.0,0.0,0.0,0,120,0.0,331.9,36158,60624-2024-9,POINT (-87.722735 41.879417),0.08750000000000001,0.0,0.0
60625,11,2022-03-13,2022-03-19,44.0,15292.0,56.0,19297.6,4303.0,345865,5430,436461.3,0.0,0.0,0,241,0.0,304.1,79243,60625-2022-11,POINT (-87.701816 41.971155),0.17500000000000002,0.0,0.7201591511936339
60625,12,2022-03-20,2022-03-26,61.0,15353.0,77.0,19374.6,4041.0,349906,5100,441560.8,0.0,0.0,0,241,0.0,304.1,79243,60625-2022-12,POINT (-87.701816 41.971155),0.240625,0.0,0.676392572944297
60625,13,2022-03-27,2022-04-02,92.0,15445.0,116.0,19490.7,4052.0,353958,5113,446674.2,0.0,0.0,0,241,0.0,304.1,79243,60625-2022-13,POINT (-87.701816 41.971155),0.36250000000000004,0.0,0.6781167108753315
60625,15,2022-04-10,2022-04-16,138.0,15692.0,174.0,19802.4,1937.0,360079,2444,454398.5,0.1,0.0,0,242,0.0,305.4,79243,60625-2022-15,POINT (-87.701816 41.971155),0.5437500000000001,0.0,0.32413793103448274
60625,16,2022-04-17,2022-04-23,146.0,15838.0,184.0,19986.6,3995.0,364074,5042,459440.0,0.0,0.0,0,242,0.0,305.4,79243,60625-2022-16,POINT (-87.701816 41.971155),0.5750000000000001,0.0,0.6687002652519893
60625,21,2022-05-22,2022-05-28,248.0,17204.0,313.0,21710.4,4545.0,386254,5736,487429.8,0.1,0.0,0,243,0.0,306.7,79243,60625-2022-21,POINT (-87.701816 41.971155),0.978125,0.0,0.7607427055702917
60625,22,2022-05-29,2022-06-04,198.0,17402.0,250.0,21960.3,4151.0,390405,5238,492668.1,0.1,0.0,0,243,0.0,306.7,79243,60625-2022-22,POINT (-87.701816 41.971155),0.78125,0.0,0.6946949602122016
60625,23,2022-06-05,2022-06-11,201.0,17603.0,254.0,22213.9,3893.0,394298,4913,497580.9,0.1,0.0,0,243,0.0,306.7,79243,60625-2022-23,POINT (-87.701816 41.971155),0.7937500000000001,0.0,0.6515915119363395
60625,24,2022-06-12,2022-06-18,154.0,17757.0,194.0,22408.3,2103.0,396401,2654,500234.7,0.1,0.0,0,243,0.0,306.7,79243,60625-2022-24,POINT (-87.701816 41.971155),0.6062500000000001,0.0,0.3519893899204244
60625,25,2022-06-19,2022-06-25,153.0,17910.0,193.0,22601.4,2124.0,398525,2680,502915.1,0.1,0.0,0,243,0.0,306.7,79243,60625-2022-25,POINT (-87.701816 41.971155),0.603125,0.0,0.35543766578249336
60625,30,2022-07-24,2022-07-30,139.0,18734.0,175.0,23641.2,1979.0,408204,2497,515129.4,0.1,0.1,0,250,0.0,315.5,79243,60625-2022-30,POINT (-87.701816 41.971155),0.546875,0.0,0.3311671087533156
60625,31,2022-07-31,2022-08-06,197.0,18931.0,249.0,23889.8,1971.0,410175,2487,517616.7,0.1,0.1,0,250,0.0,315.5,79243,60625-2022-31,POINT (-87.701816 41.971155),0.7781250000000001,0.0,0.329840848806366
60625,32,2022-08-07,2022-08-13,107.0,19038.0,135.0,24024.8,1722.0,411897,2173,519789.8,0.1,0.1,0,250,0.0,315.5,79243,60625-2022-32,POINT (-87.701816 41.971155),0.421875,0.0,0.2881962864721485
60625,33,2022-08-14,2022-08-20,116.0,19154.0,146.0,24171.2,1623.0,413520,2048,521837.9,0.1,0.1,0,250,0.0,315.5,79243,60625-2022-33,POINT (-87.701816 41.971155),0.45625000000000004,0.0,0.2716180371352785
60625,35,2022-08-28,2022-09-03,104.0,19361.0,131.0,24432.4,2628.0,417914,3316,527382.9,0.0,0.1,0,250,0.0,315.5,79243,60625-2022-35,POINT (-87.701816 41.971155),0.40937500000000004,0.0,0.43978779840848803
60625,36,2022-09-04,2022-09-10,102.0,19463.0,129.0,24561.2,2439.0,420353,3078,530460.7,0.0,0.1,0,250,0.0,315.5,79243,60625-2022-36,POINT (-87.701816 41.971155),0.403125,0.0,0.4082228116710875
60625,37,2022-09-11,2022-09-17,88.0,19551.0,111.0,24672.2,2714.0,423067,3425,533885.6,0.0,0.1,0,250,0.0,315.5,79243,60625-2022-37,POINT (-87.701816 41.971155),0.34687500000000004,0.0,0.4542440318302387
60625,38,2022-09-18,2022-09-24,80.0,19631.0,101.0,24773.2,2553.0,425620,3222,537107.4,0.0,0.1,0,250,0.0,315.5,79243,60625-2022-38,POINT (-87.701816 41.971155),0.31562500000000004,0.0,0.42732095490716177
60625,45,2022-11-06,2022-11-12,96.0,20173.0,121.0,25457.1,2067.0,442521,2608,558435.4,0.1,0.1,0,254,0.0,320.5,79243,60625-2022-45,POINT (-87.701816 41.971155),0.37812500000000004,0.0,0.3458885941644562
60625,46,2022-11-13,2022-11-19,94.0,20267.0,119.0,25575.8,2261.0,444782,2853,561288.7,0.0,0.1,0,254,0.0,320.5,79243,60625-2022-46,POINT (-87.701816 41.971155),0.371875,0.0,0.3783819628647215
60625,47,2022-11-20,2022-11-26,88.0,20355.0,111.0,25686.8,1014.0,445796,1280,562568.3,0.1,0.1,0,254,0.0,320.5,79243,60625-2022-47,POINT (-87.701816 41.971155),0.34687500000000004,0.0,0.16976127320954906
60625,48,2022-11-27,2022-12-03,121.0,20476.0,153.0,25839.5,2365.0,448161,2984,565552.8,0.1,0.1,0,254,0.0,320.5,79243,60625-2022-48,POINT (-87.701816 41.971155),0.478125,0.0,0.3957559681697612
60625,49,2022-12-04,2022-12-10,141.0,20617.0,178.0,26017.4,2206.0,450367,2784,568336.6,0.1,0.1,0,254,0.0,320.5,79243,60625-2022-49,POINT (-87.701816 41.971155),0.55625,0.0,0.3692307692307692
60625,51,2022-12-18,2022-12-24,130.0,20877.0,164.0,26345.5,2015.0,454607,2543,573687.3,0.1,0.1,0,255,0.0,321.8,79243,60625-2022-51,POINT (-87.701816 41.971155),0.5125000000000001,0.0,0.3372679045092838
60625,52,2022-12-25,2022-12-31,94.0,20971.0,119.0,26464.2,1003.0,455610,1266,574953.0,0.1,0.1,0,255,0.0,321.8,79243,60625-2022-52,POINT (-87.701816 41.971155),0.371875,0.0,0.16790450928381961
60625,10,2023-03-05,2023-03-11,75.0,21819.0,95.0,27534.3,1993.0,474280,2515,598513.4,0.0,0.1,0,257,0.0,324.3,79243,60625-2023-10,POINT (-87.701816 41.971155),0.296875,0.0,0.3335543766578249
60625,11,2023-03-12,2023-03-18,48.0,21867.0,61.0,27594.9,1890.0,476170,2385,600898.5,0.0,0.1,0,257,0.0,324.3,79243,60625-2023-11,POINT (-87.701816 41.971155),0.19062500000000002,0.0,0.3163129973474801
60625,12,2023-03-19,2023-03-25,66.0,21933.0,83.0,27678.2,1822.0,477992,2299,603197.8,0.0,0.1,0,257,0.0,324.3,79243,60625-2023-12,POINT (-87.701816 41.971155),0.259375,0.0,0.3049071618037135
60625,13,2023-03-26,2023-04-01,48.0,21981.0,61.0,27738.7,1736.0,479728,2191,605388.5,0.0,0.1,0,257,0.0,324.3,79243,60625-2023-13,POINT (-87.701816 41.971155),0.19062500000000002,0.0,0.2905835543766578
60625,14,2023-04-02,2023-04-08,24.0,22005.0,30.0,27769.0,935.0,480663,1180,606568.4,0.0,0.1,0,257,0.0,324.3,79243,60625-2023-14,POINT (-87.701816 41.971155),0.09375,0.0,0.15649867374005302
