ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60611,20,2020-05-10,2020-05-16,15.0,115.0,46.0,354.7,390.0,1696,1203,5230.4,0.1,0.1,0,2,0.0,6.2,32426,60611-2020-20,POINT (-87.620291 41.894734)
60611,17,2020-04-19,2020-04-25,8.0,81.0,25.0,249.8,152.0,666,469,2053.9,0.1,0.1,1,1,3.1,3.1,32426,60611-2020-17,POINT (-87.620291 41.894734)
60611,27,2020-06-28,2020-07-04,22.0,197.0,68.0,607.5,537.0,4891,1656,15083.6,0.0,0.1,0,3,0.0,9.3,32426,60611-2020-27,POINT (-87.620291 41.894734)
60611,12,2020-03-15,2020-03-21,15.0,16.0,46.0,49.3,85.0,99,262,305.3,0.1,0.1,0,0,0.0,0.0,32426,60611-2020-12,POINT (-87.620291 41.894734)
60611,21,2020-05-17,2020-05-23,10.0,125.0,31.0,385.5,380.0,2076,1172,6402.3,0.0,0.1,0,2,0.0,6.2,32426,60611-2020-21,POINT (-87.620291 41.894734)
60611,25,2020-06-14,2020-06-20,11.0,164.0,34.0,505.8,473.0,3827,1459,11802.3,0.0,0.1,1,3,3.1,9.3,32426,60611-2020-25,POINT (-87.620291 41.894734)
60611,16,2020-04-12,2020-04-18,8.0,73.0,25.0,225.1,123.0,514,379,1585.1,0.1,0.1,0,0,0.0,0.0,32426,60611-2020-16,POINT (-87.620291 41.894734)
60611,11,2020-03-08,2020-03-14,30.0,6503.0,76.0,19382.6,11.0,14,34,43.2,0.0,0.0,0,0,0.0,0.0,32426,60611-2020-11,POINT (-87.620291 41.894734)
60611,26,2020-06-21,2020-06-27,11.0,175.0,34.0,539.7,527.0,4354,1625,13427.5,0.0,0.1,0,3,0.0,9.3,32426,60611-2020-26,POINT (-87.620291 41.894734)
60611,15,2020-04-05,2020-04-11,8.0,65.0,25.0,200.5,74.0,391,228,1205.8,0.1,0.2,0,0,0.0,0.0,32426,60611-2020-15,POINT (-87.620291 41.894734)
60611,22,2020-05-24,2020-05-30,15.0,140.0,46.0,431.8,400.0,2476,1234,7635.8,0.1,0.1,0,2,0.0,6.2,32426,60611-2020-22,POINT (-87.620291 41.894734)
60611,23,2020-05-31,2020-06-06,9.0,149.0,28.0,459.5,366.0,2842,1129,8764.6,0.0,0.1,0,2,0.0,6.2,32426,60611-2020-23,POINT (-87.620291 41.894734)
60611,14,2020-03-29,2020-04-04,16.0,57.0,49.0,175.8,85.0,317,262,977.6,0.2,0.2,0,0,0.0,0.0,32426,60611-2020-14,POINT (-87.620291 41.894734)
60611,19,2020-05-03,2020-05-09,7.0,100.0,22.0,308.4,343.0,1306,1058,4027.6,0.0,0.1,1,2,3.1,6.2,32426,60611-2020-19,POINT (-87.620291 41.894734)
60611,32,2022-08-07,2022-08-13,83.0,7938.0,256.0,24480.4,518.0,153305,1598,472784.2,0.2,0.1,0,28,0.0,86.4,32426,60611-2022-32,POINT (-87.620291 41.894734)
60611,33,2022-08-14,2022-08-20,71.0,8009.0,219.0,24699.3,468.0,153773,1443,474227.5,0.2,0.1,0,28,0.0,86.4,32426,60611-2022-33,POINT (-87.620291 41.894734)
60611,34,2022-08-21,2022-08-27,58.0,8067.0,179.0,24878.2,457.0,154230,1409,475636.8,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-34,POINT (-87.620291 41.894734)
60611,35,2022-08-28,2022-09-03,35.0,8102.0,108.0,24986.1,468.0,154698,1443,477080.1,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-35,POINT (-87.620291 41.894734)
60611,36,2022-09-04,2022-09-10,36.0,8138.0,111.0,25097.1,442.0,155140,1363,478443.2,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-36,POINT (-87.620291 41.894734)
60611,37,2022-09-11,2022-09-17,32.0,8170.0,99.0,25195.8,462.0,155602,1425,479868.0,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-37,POINT (-87.620291 41.894734)
60611,38,2022-09-18,2022-09-24,32.0,8202.0,99.0,25294.5,405.0,156007,1249,481117.0,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-38,POINT (-87.620291 41.894734)
60611,39,2022-09-25,2022-10-01,37.0,8239.0,114.0,25408.6,468.0,156475,1443,482560.3,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-39,POINT (-87.620291 41.894734)
60611,4,2022-01-23,2022-01-29,75.0,5446.0,231.0,16795.2,2216.0,122806,6834,378726.9,0.0,0.0,2,25,6.2,77.1,32426,60611-2022-4,POINT (-87.620291 41.894734)
60614,40,2021-10-03,2021-10-09,72.0,6994.0,101.0,9808.2,3790.0,199897,5315,280329.0,0.0,0.0,0,94,0.0,131.8,71308,60614-2021-40,POINT (-87.652064 41.922605)
60614,41,2021-10-10,2021-10-16,69.0,7063.0,97.0,9904.9,3781.0,203678,5302,285631.3,0.0,0.0,0,94,0.0,131.8,71308,60614-2021-41,POINT (-87.652064 41.922605)
60614,42,2021-10-17,2021-10-23,49.0,7112.0,69.0,9973.6,4284.0,207962,6008,291639.1,0.0,0.0,1,95,1.4,133.2,71308,60614-2021-42,POINT (-87.652064 41.922605)
60614,43,2021-10-24,2021-10-30,64.0,7176.0,90.0,10063.4,3700.0,211662,5189,296827.8,0.0,0.0,0,95,0.0,133.2,71308,60614-2021-43,POINT (-87.652064 41.922605)
60614,44,2021-10-31,2021-11-06,86.0,7262.0,121.0,10184.0,4210.0,215872,5904,302731.8,0.0,0.0,0,95,0.0,133.2,71308,60614-2021-44,POINT (-87.652064 41.922605)
60614,45,2021-11-07,2021-11-13,122.0,7384.0,171.0,10355.1,4136.0,220008,5800,308532.0,0.0,0.0,0,95,0.0,133.2,71308,60614-2021-45,POINT (-87.652064 41.922605)
60614,46,2021-11-14,2021-11-20,109.0,7493.0,153.0,10507.9,4645.0,224653,6514,315046.0,0.0,0.0,0,95,0.0,133.2,71308,60614-2021-46,POINT (-87.652064 41.922605)
60614,47,2021-11-21,2021-11-27,114.0,7607.0,160.0,10667.8,3561.0,228214,4994,320039.8,0.0,0.0,1,96,1.4,134.6,71308,60614-2021-47,POINT (-87.652064 41.922605)
60614,48,2021-11-28,2021-12-04,204.0,7811.0,286.0,10953.9,5511.0,233725,7728,327768.3,0.0,0.0,1,97,1.4,136.0,71308,60614-2021-48,POINT (-87.652064 41.922605)
60614,32,2022-08-07,2022-08-13,92.0,17288.0,129.0,24244.1,919.0,364309,1289,510895.0,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-32,POINT (-87.652064 41.922605)
60614,33,2022-08-14,2022-08-20,72.0,17360.0,101.0,24345.1,1065.0,365374,1494,512388.5,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-33,POINT (-87.652064 41.922605)
60614,34,2022-08-21,2022-08-27,74.0,17434.0,104.0,24448.9,1198.0,366572,1680,514068.5,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-34,POINT (-87.652064 41.922605)
60614,35,2022-08-28,2022-09-03,69.0,17503.0,97.0,24545.6,1339.0,367911,1878,515946.3,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-35,POINT (-87.652064 41.922605)
60614,36,2022-09-04,2022-09-10,55.0,17558.0,77.0,24622.8,961.0,368872,1348,517294.0,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-36,POINT (-87.652064 41.922605)
60614,37,2022-09-11,2022-09-17,55.0,17613.0,77.0,24699.9,1003.0,369875,1407,518700.6,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-37,POINT (-87.652064 41.922605)
60614,38,2022-09-18,2022-09-24,55.0,17668.0,77.0,24777.0,930.0,370805,1304,520004.8,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-38,POINT (-87.652064 41.922605)
60614,39,2022-09-25,2022-10-01,71.0,17739.0,100.0,24876.6,1062.0,371867,1489,521494.1,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-39,POINT (-87.652064 41.922605)
60614,4,2022-01-23,2022-01-29,228.0,12865.0,320.0,18041.5,5260.0,288701,7376,404864.8,0.1,0.0,0,109,0.0,152.9,71308,60614-2022-4,POINT (-87.652064 41.922605)
60614,40,2022-10-02,2022-10-08,55.0,17794.0,77.0,24953.7,1135.0,373002,1592,523085.8,0.1,0.1,0,117,0.0,164.1,71308,60614-2022-40,POINT (-87.652064 41.922605)
60616,2,2022-01-09,2022-01-15,421.0,7678.0,773.0,14097.4,3741.0,158158,6869,290390.0,0.1,0.1,2,123,3.7,225.8,54464,60616-2022-2,POINT (-87.629531 41.844869)
60616,20,2022-05-15,2022-05-21,204.0,9242.0,375.0,16969.0,2931.0,209368,5382,384415.4,0.1,0.0,0,137,0.0,251.5,54464,60616-2022-20,POINT (-87.629531 41.844869)
60616,21,2022-05-22,2022-05-28,189.0,9431.0,347.0,17316.0,2602.0,211970,4778,389192.9,0.1,0.0,0,137,0.0,251.5,54464,60616-2022-21,POINT (-87.629531 41.844869)
60616,22,2022-05-29,2022-06-04,178.0,9609.0,327.0,17642.8,2473.0,214443,4541,393733.5,0.1,0.1,0,137,0.0,251.5,54464,60616-2022-22,POINT (-87.629531 41.844869)
60616,23,2022-06-05,2022-06-11,143.0,9752.0,263.0,17905.4,2297.0,216740,4218,397950.9,0.1,0.1,0,137,0.0,251.5,54464,60616-2022-23,POINT (-87.629531 41.844869)
60616,24,2022-06-12,2022-06-18,125.0,9877.0,230.0,18134.9,955.0,217695,1754,399704.4,0.2,0.1,0,137,0.0,251.5,54464,60616-2022-24,POINT (-87.629531 41.844869)
60616,25,2022-06-19,2022-06-25,142.0,10019.0,261.0,18395.6,978.0,218673,1796,401500.1,0.2,0.1,0,137,0.0,251.5,54464,60616-2022-25,POINT (-87.629531 41.844869)
60616,26,2022-06-26,2022-07-02,135.0,10154.0,248.0,18643.5,900.0,219573,1652,403152.5,0.2,0.1,0,137,0.0,251.5,54464,60616-2022-26,POINT (-87.629531 41.844869)
60616,27,2022-07-03,2022-07-09,113.0,10267.0,208.0,18851.0,1002.0,220575,1840,404992.3,0.1,0.1,0,137,0.0,251.5,54464,60616-2022-27,POINT (-87.629531 41.844869)
60618,20,2021-05-16,2021-05-22,24.0,8548.0,25.0,9055.6,2138.0,132125,2265,139970.3,0.0,0.1,0,125,0.0,132.4,94395,60618-2021-20,POINT (-87.703343 41.946699)
60618,21,2021-05-23,2021-05-29,16.0,8564.0,17.0,9072.5,2009.0,134134,2128,142098.6,0.0,0.1,1,126,1.1,133.5,94395,60618-2021-21,POINT (-87.703343 41.946699)
60618,22,2021-05-30,2021-06-05,15.0,8579.0,16.0,9088.4,1899.0,136033,2012,144110.4,0.0,0.1,1,127,1.1,134.5,94395,60618-2021-22,POINT (-87.703343 41.946699)
60618,23,2021-06-06,2021-06-12,15.0,8594.0,16.0,9104.3,2012.0,138045,2132,146241.9,0.0,0.1,2,129,2.1,136.7,94395,60618-2021-23,POINT (-87.703343 41.946699)
60618,1,2022-01-02,2022-01-08,1569.0,15716.0,1662.0,16649.2,9800.0,281456,10382,298168.3,0.2,0.1,6,147,6.4,155.7,94395,60618-2022-1,POINT (-87.703343 41.946699)
60618,10,2022-03-06,2022-03-12,48.0,17705.0,51.0,18756.3,4968.0,336535,5263,356517.8,0.0,0.1,0,169,0.0,179.0,94395,60618-2022-10,POINT (-87.703343 41.946699)
60618,11,2022-03-13,2022-03-19,62.0,17767.0,66.0,18822.0,4913.0,341448,5205,361722.5,0.0,0.1,0,169,0.0,179.0,94395,60618-2022-11,POINT (-87.703343 41.946699)
60618,12,2022-03-20,2022-03-26,98.0,17865.0,104.0,18925.8,4958.0,346406,5252,366974.9,0.0,0.1,1,170,1.1,180.1,94395,60618-2022-12,POINT (-87.703343 41.946699)
60618,13,2022-03-27,2022-04-02,152.0,18017.0,161.0,19086.8,5149.0,351555,5455,372429.7,0.0,0.1,0,170,0.0,180.1,94395,60618-2022-13,POINT (-87.703343 41.946699)
60618,14,2022-04-03,2022-04-09,223.0,18240.0,236.0,19323.1,5466.0,357021,5791,378220.2,0.0,0.1,0,170,0.0,180.1,94395,60618-2022-14,POINT (-87.703343 41.946699)
60618,15,2022-04-10,2022-04-16,167.0,18407.0,177.0,19500.0,2372.0,359393,2513,380733.1,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-15,POINT (-87.703343 41.946699)
60618,16,2022-04-17,2022-04-23,218.0,18625.0,231.0,19730.9,5223.0,364616,5533,386266.2,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-16,POINT (-87.703343 41.946699)
60618,17,2022-04-24,2022-04-30,255.0,18880.0,270.0,20001.1,5168.0,369784,5475,391741.1,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-17,POINT (-87.703343 41.946699)
60618,18,2022-05-01,2022-05-07,378.0,19258.0,400.0,20401.5,5212.0,374996,5522,397262.6,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-18,POINT (-87.703343 41.946699)
60618,19,2022-05-08,2022-05-14,445.0,19703.0,471.0,20872.9,5039.0,380035,5338,402600.8,0.1,0.1,0,170,0.0,180.1,94395,60618-2022-19,POINT (-87.703343 41.946699)
60618,8,2021-02-21,2021-02-27,67.0,7424.0,71.0,7864.8,2348.0,100838,2487,106825.6,0.0,0.1,0,113,0.0,119.7,94395,60618-2021-8,POINT (-87.703343 41.946699)
60618,9,2021-02-28,2021-03-06,67.0,7491.0,71.0,7935.8,2376.0,103214,2517,109342.7,0.0,0.1,0,113,0.0,119.7,94395,60618-2021-9,POINT (-87.703343 41.946699)
60622,8,2021-02-21,2021-02-27,53.0,4484.0,100.0,8493.6,1898.0,80034,3595,151599.6,0.0,0.1,2,75,3.8,142.1,52793,60622-2021-8,POINT (-87.681818 41.902762)
60622,9,2021-02-28,2021-03-06,46.0,4530.0,87.0,8580.7,1988.0,82022,3766,155365.3,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-9,POINT (-87.681818 41.902762)
60622,10,2022-03-06,2022-03-12,25.0,11089.0,47.0,21004.7,2453.0,222940,4646,422290.8,0.0,0.1,0,100,0.0,189.4,52793,60622-2022-10,POINT (-87.681818 41.902762)
60622,14,2022-04-03,2022-04-09,102.0,11387.0,193.0,21569.1,2504.0,232438,4743,440281.9,0.0,0.1,0,101,0.0,191.3,52793,60622-2022-14,POINT (-87.681818 41.902762)
60622,15,2022-04-10,2022-04-16,128.0,11515.0,242.0,21811.6,1476.0,233914,2796,443077.7,0.1,0.1,0,101,0.0,191.3,52793,60622-2022-15,POINT (-87.681818 41.902762)
60622,18,2022-05-01,2022-05-07,221.0,12032.0,419.0,22790.9,2620.0,241552,4963,457545.5,0.1,0.1,0,101,0.0,191.3,52793,60622-2022-18,POINT (-87.681818 41.902762)
60622,2,2022-01-09,2022-01-15,421.0,10407.0,798.0,19712.8,4763.0,197723,9022,374525.0,0.1,0.1,6,94,11.4,178.1,52793,60622-2022-2,POINT (-87.681818 41.902762)
60622,20,2022-05-15,2022-05-21,216.0,12475.0,409.0,23630.0,2682.0,246677,5080,467253.2,0.1,0.1,0,101,0.0,191.3,52793,60622-2022-20,POINT (-87.681818 41.902762)
60622,21,2022-05-22,2022-05-28,201.0,12676.0,381.0,24010.8,2456.0,249133,4652,471905.4,0.1,0.1,0,101,0.0,191.3,52793,60622-2022-21,POINT (-87.681818 41.902762)
60622,23,2022-06-05,2022-06-11,120.0,12938.0,227.0,24507.0,1893.0,253397,3586,479982.2,0.1,0.1,0,101,0.0,191.3,52793,60622-2022-23,POINT (-87.681818 41.902762)
60622,24,2022-06-12,2022-06-18,98.0,13036.0,186.0,24692.7,1025.0,254422,1942,481923.7,0.1,0.1,0,101,0.0,191.3,52793,60622-2022-24,POINT (-87.681818 41.902762)
60617,11,2020-03-08,2020-03-14,30.0,6503.0,76.0,19382.6,11.0,12,13,14.5,0.0,0.0,0,0,0.0,0.0,82534,60617-2020-11,POINT (-87.556897 41.721257)
60620,10,2020-03-01,2020-03-07,30.0,6503.0,76.0,19382.6,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,68096,60620-2020-10,POINT (-87.651656 41.740873)
60625,11,2020-03-08,2020-03-14,30.0,6503.0,76.0,19382.6,11.0,13,14,16.4,0.0,0.0,0,0,0.0,0.0,79243,60625-2020-11,POINT (-87.701816 41.971155)
60608,14,2022-04-03,2022-04-09,76.0,15428.0,96.0,19478.6,4027.0,274999,5084,347199.0,0.0,0.1,1,194,1.3,244.9,79205,60608-2022-14,POINT (-87.670366 41.849879)
60631,20,2020-05-10,2020-05-16,40.0,235.0,136.0,795.8,345.0,1914,1168,6481.8,0.1,0.1,3,9,10.2,30.5,29529,60631-2020-20,POINT (-87.813371 41.995019)
60622,11,2020-03-08,2020-03-14,6.0,6.0,11.0,11.4,8.0,9,15,17.0,0.0,0.0,0,0,0.0,0.0,52793,60622-2020-11,POINT (-87.681818 41.902762)
60607,33,2022-08-14,2022-08-20,40.0,8129.0,135.0,27471.2,541.0,174688,1828,590341.7,0.1,0.1,0,18,0.0,60.8,29591,60607-2022-33,POINT (-87.652727 41.876104)
60609,29,2021-07-18,2021-07-24,36.0,7458.0,58.0,12127.8,1236.0,89037,2010,144787.4,0.0,0.1,0,156,0.0,253.7,61495,60609-2021-29,POINT (-87.653382 41.812017)
60611,9,2023-02-26,2023-03-04,23.0,8987.0,71.0,27715.4,300.0,164602,925,507623.5,0.1,0.1,0,28,0.0,86.4,32426,60611-2023-9,POINT (-87.620291 41.894734)
60601,32,2021-08-08,2021-08-14,17.0,1178.0,116.0,8027.3,858.0,35283,5847,240429.3,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-32,POINT (-87.622844 41.886262)
60652,15,2020-04-05,2020-04-11,52.0,169.0,118.0,384.9,140.0,444,319,1011.2,0.3,0.3,3,6,6.8,13.7,43907,60652-2020-15,POINT (-87.714238 41.745398)
60707,35,2021-08-29,2021-09-04,23.0,2480.0,54.0,5764.9,835.5,4389,0,10202.5,0.0,0.1,0,48,0.0,111.6,43019,60707-2021-35,POINT (-87.808283 41.921777)
60659,19,2020-05-03,2020-05-09,84.0,531.0,204.0,1293.0,351.0,1653,855,4025.0,0.2,0.3,5,30,12.2,73.0,41068,60659-2020-19,POINT (-87.703266 41.990803)
60651,18,2020-04-26,2020-05-02,265.0,860.0,419.0,1360.4,793.0,2439,1254,3858.1,0.3,0.3,6,35,9.5,55.4,63218,60651-2020-18,POINT (-87.741017 41.901964)
60608,21,2020-05-17,2020-05-23,174.0,1557.0,220.0,1965.8,987.0,5385,1246,6798.8,0.2,0.3,4,43,5.1,54.3,79205,60608-2020-21,POINT (-87.670366 41.849879)
60614,22,2020-05-24,2020-05-30,17.0,497.0,24.0,697.0,454.0,3894,637,5460.8,0.0,0.1,4,62,5.6,86.9,71308,60614-2020-22,POINT (-87.652064 41.922605)
60607,47,2022-11-20,2022-11-26,29.0,8644.0,98.0,29211.6,446.0,184205,1507,622503.5,0.1,0.1,0,18,0.0,60.8,29591,60607-2022-47,POINT (-87.652727 41.876104)
60609,3,2022-01-16,2022-01-22,295.0,12685.0,480.0,20627.7,4858.0,171013,7900,278092.5,0.1,0.1,2,196,3.3,318.7,61495,60609-2022-3,POINT (-87.653382 41.812017)
60611,8,2021-02-21,2021-02-27,12.0,1964.0,37.0,6056.9,984.0,42649,3035,131527.2,0.0,0.0,0,14,0.0,43.2,32426,60611-2021-8,POINT (-87.620291 41.894734)
60620,45,2021-11-07,2021-11-13,98.0,6931.0,144.0,10178.3,4160.0,146138,6109,214605.9,0.0,0.1,1,198,1.5,290.8,68096,60620-2021-45,POINT (-87.651656 41.740873)
60602,25,2023-06-18,2023-06-24,1.0,487.0,80.0,39147.9,4.0,12505,322,1005225.0,0.2,0.0,0,3,0.0,241.2,1244,60602-2023-25,POINT (-87.628309 41.883136)
60707,10,2021-03-07,2021-03-13,16.0,2081.0,37.0,4837.4,835.5,4388,0,10200.1,0.0,0.1,0,41,0.0,95.3,43019,60707-2021-10,POINT (-87.808283 41.921777)
60606,34,2020-08-16,2020-08-22,4.0,59.0,129.0,1902.6,136.0,2042,4386,65849.7,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-34,POINT (-87.63676 41.882634)
60601,48,2022-11-27,2022-12-03,23.0,5326.0,157.0,36293.0,178.0,101375,1213,690800.7,0.2,0.1,0,13,0.0,88.6,14675,60601-2022-48,POINT (-87.622844 41.886262)
60608,19,2021-05-09,2021-05-15,31.0,8072.0,39.0,10191.3,1957.0,108942,2471,137544.3,0.0,0.1,1,140,1.3,176.8,79205,60608-2021-19,POINT (-87.670366 41.849879)
60621,15,2020-04-05,2020-04-11,52.0,142.0,179.0,488.9,144.0,418,496,1439.3,0.4,0.3,2,6,6.9,20.7,29042,60621-2020-15,POINT (-87.638812 41.776931)
60623,28,2021-07-11,2021-07-17,9.0,11210.0,10.0,13038.1,1375.0,109323,1599,127150.8,0.0,0.1,0,267,0.0,310.5,85979,60623-2021-28,POINT (-87.717446 41.850321)
60616,18,2020-04-26,2020-05-02,33.0,274.0,61.0,503.1,242.0,1253,444,2300.6,0.1,0.2,2,23,3.7,42.2,54464,60616-2020-18,POINT (-87.629531 41.844869)
60666,21,2020-05-17,2020-05-23,30.0,6503.0,76.0,19382.6,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-21,POINT (-87.896371 41.979511)
60609,43,2020-10-18,2020-10-24,185.0,3015.0,301.0,4902.8,1695.0,28947,2756,47072.1,0.1,0.1,1,85,1.6,138.2,61495,60609-2020-43,POINT (-87.653382 41.812017)
60611,41,2020-10-04,2020-10-10,34.0,523.0,105.0,1612.9,1177.0,16288,3630,50231.3,0.0,0.0,0,4,0.0,12.3,32426,60611-2020-41,POINT (-87.620291 41.894734)
60611,21,2022-05-22,2022-05-28,172.0,6820.0,530.0,21032.5,1351.0,145389,4166,448371.7,0.1,0.1,0,27,0.0,83.3,32426,60611-2022-21,POINT (-87.620291 41.894734)
60611,41,2022-10-09,2022-10-15,35.0,8308.0,108.0,25621.4,401.0,157311,1237,485138.5,0.1,0.1,0,28,0.0,86.4,32426,60611-2022-41,POINT (-87.620291 41.894734)
60625,34,2020-08-16,2020-08-22,91.0,1911.0,115.0,2411.6,1507.0,21370,1902,26967.7,0.1,0.1,1,107,1.3,135.0,79243,60625-2020-34,POINT (-87.701816 41.971155)
60626,46,2022-11-13,2022-11-19,62.0,12155.0,125.0,24442.0,2041.0,368996,4104,741998.8,0.0,0.0,0,210,0.0,422.3,49730,60626-2022-46,POINT (-87.669834 42.009469)
60601,14,2022-04-03,2022-04-09,35.0,4203.0,238.0,28640.5,543.0,91097,3700,620763.2,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-14,POINT (-87.622844 41.886262)
60608,2,2023-01-08,2023-01-14,59.0,19935.0,74.0,25168.9,2080.0,363139,2626,458479.9,0.0,0.1,1,201,1.3,253.8,79205,60608-2023-2,POINT (-87.670366 41.849879)
60609,27,2023-07-02,2023-07-08,4.0,17429.0,6.0,28342.1,152.0,344690,247,560517.1,0.0,0.1,0,232,0.0,377.3,61495,60609-2023-27,POINT (-87.653382 41.812017)
60611,35,2021-08-29,2021-09-04,23.0,2599.0,71.0,8015.2,1839.0,73867,5671,227801.8,0.0,0.0,0,19,0.0,58.6,32426,60611-2021-35,POINT (-87.620291 41.894734)
60606,18,2022-05-01,2022-05-07,14.0,870.0,452.0,28055.5,299.0,28035,9642,904063.2,0.1,0.0,0,9,0.0,290.2,3101,60606-2022-18,POINT (-87.63676 41.882634)
60615,39,2021-09-26,2021-10-02,37.0,2962.0,89.0,7126.5,1980.0,108340,4764,260664.5,0.0,0.0,1,44,2.4,105.9,41563,60615-2021-39,POINT (-87.602725 41.801993)
60707,17,2022-04-24,2022-04-30,20.0,4322.0,46.0,10046.7,835.5,4399,0,10225.7,0.0,0.1,0,61,0.0,141.8,43019,60707-2022-17,POINT (-87.808283 41.921777)
60707,29,2022-07-17,2022-07-23,51.0,4835.0,119.0,11239.2,835.5,4403,0,10235.0,0.0,0.1,0,61,0.0,141.8,43019,60707-2022-29,POINT (-87.808283 41.921777)
60656,23,2020-05-31,2020-06-06,12.0,266.0,44.0,964.5,256.0,2411,928,8742.2,0.1,0.1,0,7,0.0,25.4,27579,60656-2020-23,POINT (-87.817934 41.974566)
60666,45,2020-11-01,2020-11-07,30.0,6503.0,76.0,19382.6,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-45,POINT (-87.896371 41.979511)
60654,43,2020-10-18,2020-10-24,68.0,557.0,355.0,2910.9,862.0,10550,4505,55134.6,0.1,0.0,0,2,0.0,10.5,19135,60654-2020-43,POINT (-87.636354 41.892485)
60605,11,2021-03-14,2021-03-20,25.0,1748.0,91.0,6352.0,1065.0,38181,3870,138744.1,0.0,0.0,0,11,0.0,40.0,27519,60605-2021-11,POINT (-87.623449 41.867824)
60605,21,2022-05-22,2022-05-28,124.0,5771.0,451.0,20971.0,1203.0,118073,4372,429059.9,0.1,0.1,0,15,0.0,54.5,27519,60605-2022-21,POINT (-87.623449 41.867824)
60607,47,2020-11-15,2020-11-21,113.0,1474.0,382.0,4981.2,2155.0,25613,7283,86556.7,0.1,0.0,1,5,3.4,16.9,29591,60607-2020-47,POINT (-87.652727 41.876104)
60609,4,2022-01-23,2022-01-29,158.0,12843.0,257.0,20884.6,4827.0,175840,7849,285941.9,0.0,0.1,7,203,11.4,330.1,61495,60609-2022-4,POINT (-87.653382 41.812017)
60613,22,2020-05-24,2020-05-30,13.0,365.0,26.0,728.4,431.0,2489,860,4966.8,0.0,0.1,3,26,6.0,51.9,50113,60613-2020-22,POINT (-87.661343 41.953742)
60613,27,2021-07-04,2021-07-10,6.0,3940.0,12.0,7862.2,1208.0,101457,2411,202456.4,0.0,0.0,0,50,0.0,99.8,50113,60613-2021-27,POINT (-87.661343 41.953742)
60659,52,2022-12-25,2022-12-31,57.0,11398.0,139.0,27754.0,556.0,210471,1354,512493.9,0.1,0.1,1,130,2.4,316.5,41068,60659-2022-52,POINT (-87.703266 41.990803)
60653,47,2021-11-21,2021-11-27,47.0,3545.0,147.0,11087.8,1589.0,85626,4970,267815.6,0.0,0.0,0,76,0.0,237.7,31972,60653-2021-47,POINT (-87.611244 41.819261)
60653,41,2022-10-09,2022-10-15,36.0,7892.0,113.0,24684.1,1433.0,173316,4482,542086.8,0.0,0.1,0,101,0.0,315.9,31972,60653-2022-41,POINT (-87.611244 41.819261)
60707,4,2023-01-22,2023-01-28,12.0,5718.0,28.0,13291.8,835.5,4412,0,10255.9,0.0,0.1,0,66,0.0,153.4,43019,60707-2023-4,POINT (-87.808283 41.921777)
60660,22,2020-05-24,2020-05-30,31.0,414.0,72.0,957.4,406.0,2294,939,5305.0,0.1,0.2,0,38,0.0,87.9,43242,60660-2020-22,POINT (-87.666362 41.991062)
60605,7,2021-02-14,2021-02-20,22.0,1659.0,80.0,6028.6,899.0,34133,3267,124034.3,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-7,POINT (-87.623449 41.867824)
60607,27,2022-07-03,2022-07-09,102.0,7732.0,345.0,26129.6,748.0,170848,2528,577364.7,0.2,0.0,0,17,0.0,57.4,29591,60607-2022-27,POINT (-87.652727 41.876104)
60610,50,2020-12-06,2020-12-12,117.0,2172.0,300.0,5566.5,1681.0,36165,4308,92685.6,0.1,0.1,5,22,12.8,56.4,39019,60610-2020-50,POINT (-87.63581 41.90455)
